vggish_point,label
1171-1669,flow noise
1171-1670,flow noise
1171-1671,flow noise
1171-1672,flow noise
1171-1673,flow noise
1171-1674,flow noise
1171-1675,flow noise
1171-1676,flow noise
1171-1677,flow noise
1171-1678,flow noise
1171-1679,flow noise
1171-1680,flow noise
1171-1681,flow noise
1171-1682,flow noise
1171-1683,flow noise
1171-1684,flow noise
1171-1685,flow noise
1171-1686,flow noise
1171-1687,flow noise
1171-827,flow noise
1171-828,flow noise
1171-829,flow noise
1171-830,flow noise
1171-831,flow noise
1171-832,flow noise
1171-833,flow noise
1171-834,flow noise
1171-835,flow noise
1171-836,flow noise
1171-837,flow noise
1171-838,flow noise
1171-839,flow noise
1171-840,flow noise
1171-841,flow noise
1171-842,flow noise-mooring
1171-843,flow noise-mooring
1171-844,flow noise-mooring
1171-845,flow noise-mooring
1171-846,flow noise
1171-847,flow noise
1171-848,flow noise-mooring
1171-849,flow noise-mooring
1171-850,flow noise-mooring
1171-851,flow noise
1171-852,flow noise
1171-853,flow noise
1171-854,flow noise
1171-855,flow noise
1171-856,flow noise
1171-857,flow noise
1171-858,flow noise
1171-859,flow noise
1171-866,flow noise
1171-867,flow noise
1171-868,flow noise
1171-869,flow noise
1171-870,flow noise
1171-871,flow noise
1173-1349,mooring
1173-1350,mooring
1173-1351,mooring
1173-1352,mooring
1173-1353,mooring
1173-1354,mooring
1173-1356,mooring
1173-1357,mooring
1173-1359,mooring
1173-1360,mooring
1173-1361,mooring
1173-849,mooring
1173-850,mooring
1173-851,mooring
1173-852,mooring
1173-861,mooring
1173-862,mooring
1173-863,mooring
1184-633,flow noise
1184-634,flow noise
1184-635,flow noise
1184-636,flow noise
1184-637,flow noise
1184-638,flow noise-humpback
1184-639,humpback
1184-640,humpback
1184-665,humpback
1184-666,humpback
1184-667,humpback
1184-668,humpback
1184-679,humpback
1184-680,humpback
1184-681,humpback
1184-682,humpback
1184-683,humpback
1184-684,humpback
1184-685,humpback
1187-815,humpback
1187-816,humpback
1187-817,humpback
1187-819,humpback
1187-820,humpback
1187-821,humpback
1187-822,humpback
1187-823,humpback
1187-824,humpback
1187-825,humpback
1187-826,humpback
1187-827,humpback
1187-828,humpback
1187-829,humpback
1187-830,humpback
1187-831,humpback
1187-832,humpback
1187-833,humpback
1187-834,humpback
1187-835,humpback
1187-836,humpback
1187-837,humpback
1187-838,humpback
1187-839,humpback
1187-840,humpback
1187-842,humpback
1187-843,humpback
1187-844,humpback
1187-845,humpback
1187-846,humpback
1187-847,humpback
1187-848,humpback
1187-850,humpback
1187-851,humpback
1187-852,humpback
1187-853,humpback
1187-854,humpback
1187-855,humpback
1187-856,humpback
1187-857,humpback
1187-859,humpback
1187-860,humpback
1187-861,humpback
1187-862,humpback
1187-863,humpback
1187-864,humpback
1187-865,humpback
1187-866,humpback
1187-867,humpback
1187-868,humpback
1187-869,humpback
1187-870,humpback
1187-871,humpback
1187-872,humpback
1187-873,humpback
1187-874,humpback
1187-875,humpback
1188-1690,flow noise
1188-1691,flow noise
1188-1692,flow noise
1188-1693,flow noise
1188-1694,flow noise
1188-1695,flow noise
1188-1696,flow noise
1188-1697,flow noise
1188-1698,flow noise
1188-1699,flow noise
1188-1700,flow noise
1188-1701,flow noise
1188-1702,flow noise
1188-1703,flow noise
1188-1704,flow noise
1188-1705,flow noise
1188-1706,flow noise
1188-1707,flow noise
1188-1708,flow noise-humpback
1188-1709,flow noise-humpback
1188-1710,flow noise-humpback
1188-1711,flow noise
1188-1712,flow noise
1188-1713,flow noise
1188-1714,flow noise
1188-1715,flow noise
1188-1716,flow noise
1188-1717,flow noise
1188-1718,flow noise
1188-1719,flow noise
1188-1720,flow noise
1188-1721,flow noise
1188-1722,flow noise
1188-1723,flow noise-humpback
1188-1724,flow noise-humpback
1188-1725,flow noise-humpback
1188-1726,flow noise
1188-1727,flow noise
1188-1728,flow noise
1188-1729,flow noise
1188-1743,humpback
1188-1744,humpback
1188-1748,humpback
1188-1749,humpback
1191-1128,flow noise
1191-1129,flow noise
1191-1130,flow noise
1191-1131,flow noise
1191-1132,flow noise
1191-1133,flow noise
1191-1134,flow noise
1191-1135,flow noise
1191-1136,flow noise
1191-1137,flow noise
1191-1138,flow noise
1191-1139,flow noise
1191-1141,flow noise
1191-1142,flow noise
1191-1143,flow noise
1191-1144,flow noise
1191-1145,flow noise
1191-1146,flow noise
1191-1147,flow noise
1191-1148,flow noise
1191-1161,flow noise
1191-1162,flow noise
1191-1163,flow noise
1191-1164,flow noise
1191-1258,flow noise
1191-1259,flow noise
1191-1260,flow noise
1191-1261,flow noise
1191-1262,flow noise
1191-1263,flow noise
1191-1264,flow noise
1191-1265,flow noise
1191-1266,flow noise
1191-1267,flow noise
1191-1268,flow noise
1191-1269,flow noise
1191-1270,flow noise
1191-1271,flow noise
1191-1272,flow noise
1191-1273,flow noise-mooring
1191-1274,mooring
1191-1275,mooring
1191-1277,mooring
1191-1278,mooring
1191-1292,mooring
1191-1293,mooring
1191-1294,mooring
1191-1299,mooring
1191-1300,mooring
1191-1301,mooring
1191-1310,mooring
1191-1311,mooring
1191-1312,mooring
1191-1602,mooring
1191-1603,mooring
1191-1604,mooring
1191-1605,mooring
1191-1837,flow noise
1191-1838,flow noise
1191-1839,flow noise
1191-1840,flow noise
1191-1842,mooring
1191-1843,flow noise-mooring
1191-1844,flow noise-mooring
1191-1845,flow noise
1191-1846,flow noise
1191-1847,flow noise
1191-281,flow noise
1191-282,flow noise
1191-283,flow noise
1191-284,flow noise
1191-285,flow noise
1191-287,flow noise
1191-288,flow noise
1191-289,flow noise
1191-912,flow noise
1191-913,flow noise
1191-914,flow noise
1191-915,flow noise-mooring
1191-916,mooring
1191-917,fish-mooring
1191-918,fish-flow noise
1191-919,fish-flow noise
1191-920,fish-flow noise
1191-921,fish-flow noise
1191-922,flow noise
1191-924,flow noise
1191-925,flow noise
1191-926,flow noise
1191-927,flow noise
1191-928,flow noise
1197-312,flow noise
1197-313,flow noise
1197-314,flow noise
1197-315,flow noise
1197-316,flow noise
1197-317,flow noise
1197-318,flow noise
1197-319,flow noise
1197-320,flow noise
1197-321,flow noise
1197-322,flow noise
1197-323,flow noise
1197-324,flow noise
1197-325,flow noise
1197-326,flow noise
1197-327,flow noise
1197-328,flow noise
1197-329,flow noise
1197-330,flow noise
1197-331,flow noise
1197-332,flow noise
1197-333,flow noise
1197-334,flow noise
1197-335,flow noise
1197-336,flow noise
1197-337,flow noise
1197-338,flow noise
1197-339,flow noise
1197-340,flow noise
1197-341,flow noise
1197-342,flow noise
1197-343,flow noise
1197-344,flow noise
1197-345,flow noise
1197-346,flow noise
1197-347,flow noise
1197-348,flow noise
1197-350,flow noise
1197-351,flow noise
1197-352,flow noise
1197-353,flow noise
1197-354,flow noise
1197-355,flow noise
1197-370,flow noise
1197-371,flow noise
1197-372,flow noise
1197-373,flow noise
1197-374,flow noise
120-516,humpback
120-517,humpback
120-521,humpback
120-522,humpback
120-523,humpback
120-546,humpback
120-547,humpback
120-552,fish
120-553,fish
120-554,fish
120-555,fish
120-556,fish
120-557,fish
1205-204,humpback
1205-205,humpback
1205-206,humpback
1205-207,humpback
1205-210,humpback
1205-211,humpback
1205-212,humpback
1205-231,humpback
1205-232,humpback
1205-233,humpback
1205-234,humpback
1205-235,humpback
1205-237,mooring
1205-238,humpback-mooring
1205-239,humpback-mooring
1205-240,mooring
121-1063,flow noise
121-1064,flow noise
121-1065,flow noise
121-1066,flow noise
121-1067,flow noise
121-1068,flow noise
121-1069,flow noise
121-1070,flow noise
121-1071,flow noise
121-1072,flow noise
121-1073,flow noise
121-1074,flow noise
121-1075,flow noise
121-1076,flow noise
121-1077,flow noise
121-1078,flow noise
121-1079,flow noise
121-1080,flow noise
121-1081,flow noise
121-1082,flow noise
121-1083,flow noise
121-1084,flow noise
121-1085,flow noise
121-1086,flow noise
121-1087,flow noise
121-1088,flow noise
121-1089,flow noise
121-1090,flow noise
121-1091,flow noise
121-1092,flow noise
121-1093,flow noise
121-1094,flow noise
121-1095,flow noise
121-1096,flow noise
121-1097,flow noise
121-1098,flow noise
121-1099,flow noise
121-1100,flow noise
121-1101,flow noise
121-1102,flow noise
121-1103,flow noise
121-1104,flow noise
121-1105,flow noise
121-1106,flow noise
121-1107,flow noise
121-1108,flow noise
121-1109,flow noise
121-1110,flow noise
121-1111,flow noise
121-1112,flow noise
121-1113,flow noise
121-1114,flow noise
121-1115,flow noise
121-1116,flow noise
121-1117,flow noise
121-1118,flow noise
121-1119,flow noise
121-1120,flow noise
121-1121,flow noise
121-1122,flow noise
121-1123,flow noise
121-1124,flow noise
121-1752,flow noise
121-1753,flow noise
121-1754,flow noise
121-1755,flow noise
121-1762,flow noise
121-1763,flow noise
121-1764,flow noise
121-1765,flow noise
121-1766,flow noise
121-1767,flow noise
121-1768,flow noise
121-1769,flow noise
121-1770,flow noise
121-1771,flow noise
121-1772,flow noise
121-1773,flow noise
121-1774,flow noise
121-1775,flow noise
121-1776,flow noise
121-1777,flow noise
121-1778,flow noise
121-1779,flow noise
121-1780,flow noise
121-1781,flow noise
121-1782,flow noise
121-1783,flow noise
121-1784,flow noise
121-1785,flow noise
121-1786,flow noise
121-1787,flow noise
121-1788,flow noise
121-1789,flow noise
121-1790,flow noise
121-1791,flow noise
121-1792,flow noise
121-1793,flow noise
121-1794,flow noise
121-1795,flow noise
121-1796,flow noise
121-1797,flow noise
121-1798,flow noise
121-1799,flow noise
121-1800,flow noise
121-1801,flow noise
121-1802,flow noise
121-1803,flow noise
121-1804,flow noise
121-1805,flow noise
121-1806,flow noise
121-1807,flow noise
1210-1689,humpback
1210-1690,humpback
1210-1691,humpback
1210-1692,humpback
1210-1693,humpback
1210-1695,humpback
1210-1696,humpback
1210-1697,humpback
1210-1698,humpback
1210-1719,humpback
1210-1720,humpback
1210-1721,humpback
1210-1722,humpback
1210-1723,humpback
1210-1725,humpback
1210-1726,fish-humpback
1210-1727,fish-humpback
1210-1728,fish
1210-1729,fish
1210-1730,fish
1210-1731,fish
1210-1732,fish
1210-1733,fish
1210-1746,humpback
1210-1747,humpback
1210-1748,humpback
1210-1749,humpback
1220-1125,flow noise
1220-1126,flow noise
1220-1127,flow noise
1220-1128,flow noise
1220-1129,flow noise
1220-1130,flow noise
1220-1133,mooring
1220-1134,flow noise-mooring
1220-1135,flow noise-mooring
1220-1136,flow noise-mooring
1220-1137,flow noise-mooring
1220-1138,flow noise-mooring
1220-1139,flow noise-mooring
1220-1140,flow noise
1220-1141,flow noise
1220-1142,flow noise
1220-1143,flow noise
1220-1144,flow noise
1220-1145,flow noise
1220-1146,flow noise
1220-1147,flow noise
1220-1148,flow noise
1220-1149,flow noise
1220-1150,flow noise
1220-1151,flow noise
1220-1152,flow noise
1220-1153,flow noise
1220-1154,flow noise
1220-1155,flow noise
1220-1156,flow noise
1220-1157,flow noise
1220-1158,flow noise-mooring
1220-1159,flow noise-mooring
1220-1160,flow noise-mooring
1220-1161,flow noise-mooring
1220-1162,flow noise
1220-1163,flow noise
1220-1164,flow noise
1220-1165,flow noise
1220-1166,flow noise
1220-1167,flow noise
1220-1168,flow noise
1220-1169,flow noise
1220-1170,flow noise
1220-1171,flow noise
1220-1172,flow noise
1220-1173,flow noise
1220-1174,flow noise
1220-1175,flow noise
1220-1176,flow noise-mooring
1220-1177,flow noise-mooring
1220-1178,flow noise-mooring
1220-1179,flow noise-mooring
1220-1180,flow noise
1220-1181,flow noise
1220-1182,flow noise
1220-1183,flow noise
1220-1184,flow noise
1220-1185,flow noise
1220-1186,flow noise
1220-1187,flow noise
1220-750,flow noise
1220-751,flow noise
1220-752,flow noise
1220-753,flow noise-mooring
1220-754,flow noise-mooring
1220-755,flow noise-mooring
1220-756,flow noise-mooring
1220-757,flow noise
1220-758,flow noise
1220-759,mooring
1220-760,flow noise-mooring
1220-761,flow noise-mooring
1220-762,flow noise-mooring
1220-763,flow noise
1220-764,flow noise
1220-765,flow noise
1220-766,flow noise
1220-767,flow noise
1220-768,flow noise
1220-769,flow noise
1220-770,flow noise
1220-771,flow noise-mooring
1220-772,flow noise-mooring
1220-773,flow noise-mooring
1220-774,flow noise-mooring
1220-775,flow noise-mooring
1220-776,flow noise
1220-777,flow noise
1220-778,flow noise
1220-779,flow noise
1220-780,flow noise
1220-781,flow noise
1220-782,flow noise
1220-783,flow noise
1220-784,flow noise
1220-785,flow noise
1220-802,mooring
1220-803,mooring
1220-804,mooring
1229-813,humpback
1229-814,humpback
1229-815,humpback
1229-816,humpback
1229-817,humpback
1229-827,humpback
1229-828,humpback
1229-829,humpback
1229-830,humpback
1229-832,humpback
1229-833,humpback
1229-834,humpback
1229-835,humpback
1229-836,humpback
1229-837,humpback
1229-838,humpback
1229-839,humpback
1229-840,humpback
1229-841,humpback
1229-842,humpback
1229-843,humpback
1229-852,humpback
1229-853,humpback
1229-854,humpback
1229-855,humpback
1229-859,humpback
1229-860,humpback
1229-861,humpback
1229-862,humpback
1229-863,humpback
1229-864,humpback
1229-865,humpback
1229-866,humpback
1229-867,humpback
1229-868,humpback
1230-1375,humpback
1230-1376,humpback
1230-1377,humpback
1230-1378,humpback
1230-1379,humpback
1230-1380,humpback
1230-1381,humpback
1230-1382,humpback
1230-1383,humpback
1230-1385,humpback
1230-1386,humpback
1230-1387,humpback
1230-1390,humpback
1230-1391,humpback
1230-1392,humpback
1230-1395,humpback
1230-1396,humpback
1230-1397,humpback
1230-1400,humpback
1230-1401,humpback
1230-1402,humpback
1230-1403,humpback
1230-1404,humpback
1230-1405,humpback
1230-1406,humpback
1230-1407,humpback
1230-1408,humpback
1230-1409,humpback
1230-1410,humpback
1230-1411,humpback
1230-1412,humpback
1230-1413,humpback
1230-1414,humpback
1230-1415,humpback
1230-1416,humpback
1230-1417,humpback
1230-1418,humpback
1230-1419,humpback
1230-1422,humpback
1230-1423,humpback
1230-1426,humpback
1230-1427,humpback
1230-1428,humpback
1230-1429,humpback
1230-1430,humpback
1230-1431,humpback
1230-1432,humpback
1230-1433,humpback
1230-1434,humpback
1230-1435,humpback
1230-1436,humpback
1230-1437,humpback
1237-462,flow noise
1237-463,flow noise
1237-464,flow noise
1237-465,flow noise
1237-466,flow noise
1237-467,flow noise
1237-468,flow noise
1237-469,flow noise
1237-470,flow noise
1237-471,flow noise
1237-472,flow noise
1237-473,flow noise
1237-474,flow noise
1237-475,flow noise
1237-476,flow noise
1237-477,flow noise
1237-478,flow noise
1237-479,flow noise
1237-480,flow noise
1237-481,flow noise
1237-482,flow noise
1237-483,flow noise
1237-484,flow noise
1237-485,flow noise
1237-486,flow noise
1237-487,flow noise
1237-488,flow noise
1237-489,flow noise
1237-490,flow noise
1237-491,flow noise
1237-492,flow noise
1237-493,flow noise
1237-494,flow noise
1237-495,flow noise
1237-496,flow noise
1237-497,flow noise
1237-498,flow noise
1237-499,flow noise
1240-953,flow noise
1240-954,flow noise
1240-955,flow noise
1240-956,flow noise
1240-957,flow noise
1240-958,flow noise
1240-959,flow noise
1240-960,flow noise
1240-961,flow noise
1240-962,flow noise
1240-963,flow noise
1240-964,flow noise
1240-965,flow noise-mooring
1240-966,flow noise-mooring
1240-967,flow noise-mooring
1240-968,flow noise
1240-969,flow noise
1240-970,flow noise
1240-971,flow noise
1240-972,flow noise
1240-973,fish-flow noise
1240-974,fish-flow noise
1240-975,fish-flow noise
1240-976,fish-flow noise
1240-977,fish-flow noise
1240-978,fish-flow noise
1240-979,fish-flow noise
1240-980,fish
1240-981,fish
1240-982,fish
1240-983,mooring
1240-984,mooring
1240-985,mooring
1240-986,flow noise-mooring
1240-987,flow noise
1240-988,flow noise
1240-989,flow noise
1240-990,flow noise
1240-991,flow noise
1241-1127,humpback
1241-1128,humpback
1241-1129,humpback
1241-1132,humpback
1241-1133,humpback
1241-1134,humpback
1241-1135,humpback
1241-1136,humpback
1241-1137,humpback
1241-1139,humpback
1241-1140,humpback
1241-1141,humpback
1241-1142,humpback
1241-1145,humpback
1241-1146,humpback
1241-1147,humpback
1241-1150,humpback
1241-1151,humpback
1241-1152,humpback
1241-1156,humpback
1241-1157,humpback
1241-1158,humpback
1241-1162,humpback
1241-1163,humpback
1241-1164,humpback
1241-1165,humpback
1241-1166,flow noise-humpback
1241-1167,flow noise-humpback
1241-1168,flow noise
1241-1169,flow noise-humpback
1241-1170,flow noise-humpback
1241-1171,flow noise-humpback
1241-1172,flow noise
1241-1173,flow noise
1241-1174,flow noise-humpback
1241-1175,humpback
1241-1176,humpback
1241-1179,humpback
1241-1180,humpback
1241-1184,humpback
1241-1185,humpback
1241-1186,humpback
1241-1192,humpback
1241-1193,humpback
1241-1194,humpback
1241-1195,humpback
1241-1196,humpback
1241-1197,humpback
1241-1199,humpback
1241-1200,humpback
1241-1201,flow noise-humpback
1241-1202,flow noise-humpback
1241-1203,flow noise
1241-1204,flow noise
1241-1205,flow noise
1241-1206,flow noise
1241-1207,flow noise
1241-1208,flow noise
1241-1209,flow noise
1241-1210,flow noise
1241-1211,flow noise
1241-1212,flow noise
1241-1213,flow noise
1241-1214,flow noise
1241-1215,flow noise
1241-1216,flow noise
1241-1217,flow noise
1241-1218,flow noise
1241-1219,flow noise
1241-1220,flow noise
1241-1221,flow noise
1241-1222,flow noise
1241-1224,flow noise
1241-1225,flow noise-humpback
1241-1226,flow noise-humpback
1241-1227,flow noise-humpback
1241-1228,flow noise-humpback
1241-1229,flow noise
1241-1230,flow noise-humpback
1241-1231,humpback
1241-1232,humpback
1241-1233,humpback
1241-1234,humpback
1241-1235,humpback
1241-1241,flow noise
1241-1242,flow noise
1241-1243,flow noise
1241-1248,humpback
1241-1249,humpback
1241-1250,humpback
1241-565,humpback
1241-566,humpback
1241-567,humpback
1241-572,humpback
1241-573,humpback
1241-574,humpback
1241-575,humpback
1241-579,humpback
1241-580,humpback
1241-581,humpback
1241-592,humpback
1241-593,humpback
1241-594,humpback
1241-595,humpback
1241-599,humpback
1241-600,humpback
1241-601,humpback
1241-602,humpback
1241-605,humpback
1241-606,humpback
1241-607,humpback
1241-608,flow noise-humpback
1241-609,flow noise-humpback
1241-610,flow noise
1241-611,flow noise
1241-612,flow noise
1241-613,flow noise
1241-614,flow noise
1241-615,flow noise
1241-616,flow noise
1241-617,flow noise
1241-618,flow noise
1241-619,flow noise-humpback
1241-620,flow noise-humpback
1241-621,flow noise-humpback
1241-622,flow noise
1241-623,flow noise
1241-624,flow noise
1247-772,fish
1247-773,fish
1247-774,fish
1247-775,fish
1247-776,fish
1247-777,fish
1247-806,mooring
1247-807,mooring
1247-808,mooring
1259-130,humpback
1259-131,humpback
1259-132,humpback
1259-137,humpback
1259-138,humpback
1259-139,humpback
1259-145,humpback
1259-146,humpback
1259-147,humpback
1259-177,airplane
1259-178,airplane
1259-179,airplane
1259-180,airplane
1259-181,airplane
1259-184,humpback
1259-185,humpback
1265-687,boat
1265-688,boat
1265-689,boat
1265-690,boat
1265-691,boat
1265-692,boat
1265-693,boat
1265-694,boat
1265-695,boat
1265-696,boat
1265-697,boat
1265-698,boat
1265-699,boat
1265-700,boat
1265-701,boat
1265-702,boat
